X,Y,xcoord,ycoord,imb_nbr_logloc,imb_type,addr_numero,addr_nom_voie
-1.56082795888314,47.2185969900497,-173750.573598776,5977827.94244646,9,IM,2,Rue de l’Industrie,
-1.53849267227575,47.2210347892837,-171264.22086692,5978227.50010752,1,PA,7,Avenue de la Devinière,
-1.57253932532195,47.213319496447,-175054.276947237,5976963.01904957,1,PA,12,Rue Alfred Riom,
-1.56714763992937,47.2115303998292,-174454.077274818,5976669.82524584,1,PA,36,Rue Voltaire,
-1.56619910423059,47.2204503298645,-174348.486763831,5978131.70496703,2,PA,25,Rue Félibien,
-1.57525585086286,47.2128739882902,-175356.679187179,5976890.00908218,12,IM,11,Boulevard Paul Langevin,
-1.53838038093129,47.2238436551346,-171251.720651633,5978687.89872768,2,PA,77,Rue de Coulmiers,
-1.56199825568395,47.2272033841874,-173880.850442719,5979238.6208698,1,PA,14,Rue Noire,
-1.57616499839288,47.2222301260631,-175457.885027277,5978423.42367892,18,IM,13,Rue des Folies Chaillou,
-1.56233073874091,47.230675626485,-173917.862287317,5979807.82270874,20,IM,10,Rue Villa Maria,
-1.56511197781003,47.2243978860738,-174227.468404265,5978778.74509307,7,IM,53,Rue des Hauts Pavés,
-1.55831201812081,47.2151701526356,-173470.500354247,5977266.3115283,13,IM,4,Rue de l’Arche Sèche,
-1.55765531903731,47.2108404464678,-173397.396946667,5976556.75962351,1,PA,0,allée de l'île gloriette,
-1.54127736796956,47.2156818568004,-171574.211773569,5977350.17339437,1,PA,39,Rue de Cornulier,
-1.57251384548666,47.2258191796338,-175051.440544948,5979011.71974481,1,PA,32,Boulevard Meusnier de Querlon,
-1.54146971027812,47.2321855076657,-171595.623221415,5980055.34792884,1,PA,52,Rue Morand,
-1.55885089684481,47.2130342735453,-173530.488059402,5976916.27659176,23,IM,1,Place de la Bourse,
-1.5702483665042,47.2199614012716,-174799.248578217,5978051.5685066,12,IM,15,Rue Charles Monselet,
-1.56898582813117,47.2144382415215,-174658.703449425,5977146.36192399,2,PA,10,Rue de Gigant,
-1.57129026311596,47.209973618864,-174915.231978497,5976414.71094376,6,IM,4,Boulevard de Launay,
-1.55612536946692,47.2257663562253,-173227.083739553,5979003.06096073,1,PA,26,Rue de Bouillé,
-1.56414327171972,47.2234396174847,-174119.632535564,5978621.67178575,1,PA,6,Cour des Songes,
-1.55196644049897,47.2193515541245,-172764.113884595,5977951.6142677,7,IM,11,Rue du Roi Albert,
-1.54824144289816,47.2227488153755,-172349.449048467,5978508.44164797,2,PA,40,Rue Préfet Bonnefoy,
-1.54800735003085,47.2106923923304,-172323.389949679,5976532.49754744,1,PA,6,Rue Columelle,
-1.54716153864375,47.2242656147583,-172229.23465676,5978757.06384933,1,PA,10,Rue Préfet Bonnefoy,
-1.57552518626785,47.216916861748,-175386.661467315,5977552.57848006,1,PA,4,Rue des Martyrs,
-1.56461813485617,47.2225191227936,-174172.49405811,5978470.79280969,1,IM,20,Rue du Bourget,
-1.54734110040269,47.2210888666263,-172249.223380331,5978236.36364476,2,IM,106,Rue Gambetta,
-1.57283775242429,47.2282592236629,-175087.497700309,5979411.69982577,1,PA,51,Rue de la Mélinière,
-1.56648678618028,47.2263861896614,-174380.51137198,5979104.66426019,1,PA,7,Rue Joyau,
-1.54670401801629,47.2108608239195,-172178.303693484,5976560.09894301,10,IM,41,Rue Fouré,
-1.55394857287087,47.2303292568591,-172984.76385092,5979751.04094499,30,PA,17,Rue Félix Thomas,
-1.56780564208973,47.2259779661785,-174527.32574025,5979037.74799987,1,PA,70,Rue des Hauts Pavés,
-1.54451692550993,47.2224351714927,-171934.837669358,5978457.03241927,1,PA,88,Rue Gaston Turpin,
-1.55749851488443,47.216067884053,-173379.941588215,5977413.43893337,1,PA,4,Rue de Feltre,
-1.55112374081555,47.2113499342242,-172670.304984945,5976640.25142957,2,PA,13,Avenue de l’Hôtel Dieu,
-1.56432366180444,47.2197487581258,-174139.71346794,5978016.71606281,1,IM,13,place edouard normand,
-1.55377780465899,47.2303449903244,-172965.75402053,5979753.6201871,0,IM,17,Rue Félix Thomas,
-1.54117292801105,47.231381057961,-171562.585570569,5979923.46807103,1,PA,16,Avenue Violain,
-1.57445248834893,47.2326186622662,-175267.249281206,5980126.35924726,1,PA,67,Rue Albert Calmette,
-1.5535588891837,47.2226074338797,-172941.384461294,5978485.26783252,13,IM,22,Rue Chateaubriand,
-1.55153857967113,47.2123661488377,-172716.484635109,5976806.78499742,3,IM,8,Rue Pélisson,
-1.54377856325042,47.2258592772318,-171852.643558608,5979018.29252678,7,IM,168,Rue Général Buat,
-1.53911205308642,47.2277601561622,-171333.17002337,5979329.88953391,1,IM,14,Rue Gabrielle le Pan de Ligny,
-1.55156449572734,47.2255399428129,-172719.36959729,5978965.9474964,1,PA,28,Rue Jean Emile Laboureur,
-1.54133926067699,47.2282048616165,-171581.101638244,5979402.78841893,1,PA,79,Rue Général Buat,
-1.55159816674864,47.2112726649505,-172723.117838236,5976627.58895158,16,IM,13,Chaussée de la Madeleine,
-1.55997876817749,47.2228958220258,-173656.042121837,5978532.53754703,1,PA,7,Avenue Docteur Heurteaux,
-1.56208002883878,47.2241566839082,-173889.953388675,5978739.20849702,1,PA,47,Rue d’Iéna,
-1.56574735985231,47.2280295239009,-174298.198809671,5979374.0458966,1,PA,7,Rue Alphonse Daudet,
-1.56805128834265,47.2217389456242,-174554.670956041,5978342.91543511,1,PA,19,Rue d’Havelooze,
-1.56384181736418,47.2263191383709,-174086.074790208,5979093.67313342,2,PA,15,Rue de Touraine,
-1.57137370593085,47.2109352310712,-174924.520790162,5976572.29229664,4,IM,2,Rue Chevert,
-1.56189946062021,47.2318378650918,-173869.852626531,5979998.35586268,1,PA,6,Place du Croisic,
-1.56465937056888,47.2254392437506,-174177.084396652,5978949.44105587,4,IM,22,Rue Général Bedeau,
-1.57445675754789,47.2118820448859,-175267.72452626,5976727.45139833,1,PA,18,Rue de Belleville,
-1.57041846235809,47.2231965794362,-174818.183562058,5978581.83498216,5,IM,37,Rue Gabriel Luneau,
-1.57354358593197,47.2219955432035,-175166.070726969,5978384.97365472,1,PA,33,Rue Octave Feuillet,
-1.54763877163609,47.229743106752,-172282.359990457,5979654.95184936,1,PA,19,Rue Louis Primault,
-1.56748702918988,47.2248723343076,-174491.857914478,5978856.51468832,8,IM,6,Rue du Berry,
-1.55478911737622,47.2309770294023,-173078.332837244,5979857.23320131,1,PA,11,Rue Fellonneau,
-1.54660960953334,47.2168432363396,-172167.794189236,5977540.51187229,1,PA,1,Rue Général de Lasalle,
-1.5476770552448,47.2260849619901,-172286.621702284,5979055.28677345,1,PA,17,rue de la béraudière,
-1.55237429490447,47.2161342414419,-172809.516029333,5977424.31421186,10,IM,19,Rue du Château,
-1.56178457506095,47.2135724857308,-173857.063624574,5977004.4792579,1,PA,4,Rue Molière,
-1.54083697681064,47.2258349044639,-171525.187654007,5979014.29735197,2,PA,117,rue de coulmiers,
-1.56447510645822,47.2269028711211,-174156.572209682,5979189.35976192,1,PA,7,Rue du Maine,
-1.57269471641006,47.2235891519504,-175071.57500404,5978646.18233968,1,PA,13,Boulevard Luc Olivier Merson,
-1.56682883226339,47.2325227921923,-174418.58776778,5980110.64226768,11,IM,13,Boulevard Lelasseur,
-1.55910401055059,47.2127808258814,-173558.664548242,5976874.74168521,17,IM,3,Place de la Bourse,
-1.54084563043633,47.2286931342202,-171526.150971212,5979482.82980659,1,PA,71,Rue Général Buat,
-1.55170681694738,47.2262287065984,-172735.212723034,5979078.84947245,1,PA,55,Rue du 65 Ème Régiment d’Infanterie,
-1.57314687079189,47.2136742447216,-175121.908599585,5977021.15570763,1,PA,30,Rue Alfred Riom,
-1.5741383528513,47.2230541827256,-175232.279877569,5978558.49456612,1,PA,42,Rue George Sand,
-1.57002835017688,47.2231037654486,-174774.756472694,5978566.62172275,1,PA,31,Rue Gabriel Luneau,
-1.56861292596225,47.2189257824612,-174617.192169865,5977881.8307701,1,PA,48,Rue de la Bastille,
-1.5705917195816,47.2271981393904,-174837.470467956,5979237.76112272,6,IM,24,Rue François Lizé,
-1.57371309895441,47.2163572220892,-175184.94083031,5977460.85849572,1,PA,39,Avenue Emile Boissier,
-1.57574212342514,47.2207859532932,-175410.810801198,5978186.71480519,34,IM,14,Rue des Dervallières,
-1.56358165611487,47.2228079700917,-174057.11377241,5978518.13770517,1,PA,2,Cour Cathuis,
-1.56550519838734,47.2314162094116,-174271.241518702,5979929.23068694,1,PA,13,Rue de la Saulzinière,
-1.5457157303015,47.2180010349773,-172068.288008317,5977730.26762596,1,PA,4,Rue Rabelais,
-1.5497984101832,47.2130612884942,-172522.769853819,5976920.70380299,9,IM,31,Rue Crucy,
-1.54451394640475,47.2252758338122,-171934.506036887,5978922.65520854,1,PA,41,Rue Dufour,
-1.53904194698957,47.2136549013326,-171325.365848367,5977017.98567515,4,IM,59,Rue de l’Indre,
-1.54641336070855,47.2243355752702,-172145.947869991,5978768.53141518,2,IM,5,Avenue Chanzy,
-1.57551229509783,47.2286720902216,-175385.226428832,5979479.38009784,13,IM,63,Boulevard Gaston Serpette,
-1.54094584036565,47.2278866410663,-171537.306289517,5979350.62366414,1,PA,5,Avenue Lieutenant Chapus,
-1.56408411708738,47.223532126767,-174113.047472014,5978636.83519655,6,IM,7,Cour des Songes,
-1.56919906178546,47.2254495534175,-174682.44051124,5978951.1309997,26,IM,29,Rue de la Pelleterie,
-1.55186522294942,47.2158566760344,-172752.846398519,5977378.82424988,4,IM,4,Rue de l’Emery,
-1.57003214087983,47.2206192174874,-174775.178451816,5978159.3861877,11,IM,1,Place Emile Sarradin,
-1.56783211002251,47.2127568653252,-174530.272137049,5976870.81504867,1,PA,8,Impasse de la Rosière d’Artois,
-1.57609345836822,47.2283019384829,-175449.92122816,5979418.7019442,1,PA,22,Rue Edmond Biré,
-1.54962460543012,47.2199485972415,-172503.421997208,5978049.46990812,10,IM,1,Rue Sully,
-1.55394450220288,47.2222766484713,-172984.310706232,5978431.04909736,7,IM,14,Rue Chateaubriand,
-1.54269846999965,47.2179571535377,-171732.408127924,5977723.07566457,8,IM,25,Boulevard de Stalingrad,
-1.5618350896061,47.2120870739617,-173862.686878018,5976761.05090034,2,PA,6,Rue de l’Héronnière,
-1.55244123540255,47.2170514125744,-172816.967811492,5977574.63031338,6,IM,16,Rue de Verdun,
-1.54244501650381,47.2297801425208,-171704.193813827,5979661.02318681,2,PA,9,Avenue Camille Guérin,
-1.56720672425712,47.226470515341,-174460.654512097,5979118.48704497,1,PA,22,Rue Ernest Legouvé,
-1.57311901759147,47.2230628878969,-175118.807995498,5978559.92143941,1,PA,31,Rue de Carcouet,
-1.55098246232443,47.225720630256,-172654.577935253,5978995.56559194,4,IM,37,Rue du 65 Ème Régiment d’Infanterie,
-1.56272331323557,47.2133912037277,-173961.563480162,5976974.77051062,13,PA,2,Rue Racine,
-1.56272331323557,47.2133912037277,-173961.563480162,5976974.77051062,0,IM,2,Rue Racine,
-1.56789974996257,47.2283549386904,-174537.801780734,5979427.3901247,1,PA,11,Rue des Rosiers,
-1.55945185064971,47.223101436761,-173597.385930953,5978566.24002493,1,PA,3,Rue Jules Polo,
-1.56984953494095,47.2219204771168,-174754.850851684,5978372.66975313,1,PA,14,Rue Gabriel Luneau,
-1.56074170464795,47.2197591661277,-173740.971821235,5978018.42194244,19,IM,3,Allée Maud Mannoni,
-1.57460559853314,47.2312779831385,-175284.293428946,5979906.57033775,1,PA,39,Boulevard Jean XXIII,
-1.54754019684322,47.2262030574649,-172271.386694709,5979074.64504702,1,PA,17,rue de la béraudière,
-1.57610056720362,47.232373189745,-175450.712580097,5980086.11643739,1,PA,64,Boulevard Jean XXIII,
-1.56769731791981,47.2103679582919,-174515.267148814,5976479.33180418,6,IM,13,Rue d’Alger,
-1.54811248687482,47.2215184653513,-172335.093729613,5978306.77726871,8,IM,4,Rue Geoffroy Drouet,
-1.56436745229215,47.2131009414897,-174144.588202733,5976927.20214206,5,IM,8,Rue Marivaux,
-1.56315139811365,47.2136448622386,-174009.217670805,5977016.34044924,32,IM,1,Rue Franklin,
-1.55593437780018,47.2207329875126,-173205.822644465,5978178.03350782,18,IM,5,Rue Moquechien,
-1.56973486287601,47.2319392257873,-174742.085615806,5980014.97276312,1,PA,13,Rue du Grand Clos,
-1.5729716615804,47.2286416994917,-175102.40439938,5979474.39819692,1,PA,59,Rue de la Mélinière,
-1.56196057037595,47.2219700843591,-173876.655333422,5978380.80075486,1,PA,26,Rue Yves Bodiguel,
-1.57436371906728,47.2119308108718,-175257.367529974,5976735.44299865,12,IM,16,Rue de Belleville,
-1.56277591563412,47.2293460097854,-173967.419152382,5979589.85532545,1,PA,151,Rue Paul Bellamy,
-1.54313017087513,47.2217231000721,-171780.464849557,5978340.31823992,41,IM,72,Rue Gambetta,
-1.57264658621346,47.2260033108087,-175066.217175062,5979041.90249322,1,PA,38,Boulevard Meusnier de Querlon,
-1.55829353986055,47.2289859988477,-173468.443363724,5979530.83877482,1,PA,4,Rue Ameline,
-1.54619074724731,47.2276447609293,-172121.166652842,5979310.97332929,1,PA,32,Rue Desaix,
-1.57096452337497,47.2272330203506,-174878.9707964,5979243.47894401,1,PA,21,Rue François Lizé,
-1.5521903190383,47.2192210126893,-172789.035929593,5977930.21861347,6,IM,10,Rue du Refuge,
-1.54654429029942,47.213333427592,-172160.522885376,5976965.30209833,1,IM,14,Rue Fouré,
-1.57418996484863,47.2203513101638,-175238.02529883,5978115.47536291,1,PA,3,Rue des Dervallières,
-1.57340244705641,47.2320063499369,-175150.35921921,5980025.97699982,1,PA,47,Rue Albert Calmette,
-1.54912661507514,47.2220106628387,-172447.985964472,5978387.45187985,10,IM,55,Rue Préfet Bonnefoy,
-1.57102415326107,47.2253324255488,-174885.608764956,5978931.93160938,1,PA,11,Rue Paul Painlevé,
-1.56767443555188,47.2292520745051,-174512.719895268,5979574.45648735,13,IM,14,Rue des Prés,
-1.55642425401621,47.2180174168553,-173260.355415385,5977732.95254018,2,PA,7,Rue du Marais,
-1.5761931039025,47.2144826966975,-175461.013718295,5977153.64743462,1,PA,13,Avenue Mozart,
-1.5418930734896,47.2317270428573,-171642.751798538,5979980.18788994,1,PA,7,Avenue Violain,
-1.55976569433117,47.2168848865438,-173632.322849763,5977547.33800117,10,IM,13,Rue de Budapest,
-1.5704346528144,47.2279437958882,-174819.98587541,5979359.99282627,9,IM,102,Rue des Hauts Pavés,
-1.54883071612319,47.2204892898863,-172415.046643815,5978138.09063119,10,IM,76,Rue Maréchal Joffre,
-1.558248129572,47.220916953014,-173463.388313526,5978208.18620596,2,PA,9,Rue Basse Porte,
-1.57281205112792,47.2241075496257,-175084.636645084,5978731.15468475,1,PA,5,Rue Camille Flammarion,
-1.57033643331566,47.2264146530812,-174809.052130825,5979109.3300218,1,PA,28,Rue Paul Painlevé,
-1.56485523365951,47.2154353453302,-174198.887776166,5977309.77316898,2,IM,5,Boulevard Gabriel Guist’Hau,
-1.56684825161364,47.2260833653487,-174420.749519962,5979055.02505142,9,IM,12,Rue Ernest Legouvé,
-1.54213734452724,47.2269922553472,-171669.943926063,5979204.01189432,13,IM,116,Rue de Coulmiers,
-1.54214107863931,47.2270462143306,-171670.359605518,5979212.85702587,0,PA,116,Rue de Coulmiers,
-1.54446006088869,47.2176445398583,-171928.507528678,5977671.83992625,2,PA,8,Allée Commandant Charcot,
-1.55786549846108,47.2172933717717,-173420.794013097,5977614.28568357,4,IM,16,Rue de l’Arche Sèche,
-1.57088619645392,47.2230834276256,-174870.251483433,5978563.28812773,1,PA,62,Rue Charles Monselet,
-1.54864104652602,47.2325172324042,-172393.932720839,5980109.7307946,1,PA,36,boulevard van iseghem,
-1.5457830575187,47.2175745624992,-172075.782839851,5977660.37104641,11,IM,26,Rue de Richebourg,
-1.55223222848673,47.2119961997354,-172793.701268051,5976746.15870994,4,IM,5,Chaussée de la Madeleine,
-1.55220321537973,47.2119612699346,-172790.471543753,5976740.43452775,4,IM,5,Chaussée de la Madeleine,
-1.5734159638678,47.2316451054096,-175151.863903772,5979966.7552551,2,PA,3,Avenue Docteur Roux,
-1.53948287738671,47.2288637956404,-171374.449995652,5979510.80610856,1,PA,2,Avenue de l’Eperonnière,
-1.56359855747566,47.2265722050354,-174058.995223288,5979135.15619288,1,PA,7,Rue de Touraine,
-1.5688400455395,47.2267442423902,-174642.475005553,5979163.35692192,1,PA,80,Rue des Hauts Pavés,
-1.55683572733861,47.2265770453734,-173306.16041611,5979135.94963013,3,IM,22,avenue des mandarines,
-1.55681988656616,47.2267219516063,-173304.397029387,5979159.70296406,5,IM,22,avenue des mandarines,
-1.55477930223598,47.2153137148943,-173077.24022083,5977289.83949221,1,IM,16,Rue de la Paix,
-1.56485137882802,47.2142992583109,-174198.458658287,5977123.58478083,12,IM,22,Rue Racine,
-1.56893155692063,47.2202117681862,-174652.662005902,5978092.60409645,1,PA,14,Impasse Emile Cossé,
-1.53933462938357,47.2198475300882,-171357.947103432,5978032.90487792,1,IM,127,Rue d’Allonville,
-1.57306937465145,47.214425785963,-175113.281768693,5977144.32065313,0,IM,25,Rue de Gigant,
-1.57301429022991,47.2140311777185,-175107.149798937,5977079.65079362,7,PA,25,Rue de Gigant,
-1.57311756350329,47.2141804009169,-175118.646127142,5977104.10598706,0,PA,25,Rue de Gigant,
-1.55959111108627,47.2145200993256,-173612.888331839,5977159.77714729,1,IM,5,Rue Rubens,
-1.57565373652385,47.2230123384924,-175400.971616354,5978551.63583947,1,PA,29,Rue des Folies Chaillou,
-1.53866653251291,47.2234311565046,-171283.574899989,5978620.28492821,1,PA,9,Rue Gambetta,
-1.56708740374976,47.228093906482,-174447.371813976,5979384.59990566,1,PA,9,Rue Jules Simon,
-1.5394818561092,47.225017846161,-171374.33630756,5978880.3665299,10,IM,68,Rue de Coulmiers,
-1.56029212074826,47.2188480508023,-173690.924370453,5977869.09069898,9,IM,10,Rue Président Edouard Herriot,
-1.57308661122757,47.2303956253734,-175115.200535569,5979761.92097333,1,PA,12,Boulevard Jean XXIII,
-1.57227152710291,47.2120044540282,-175024.465785858,5976747.51139716,46,IM,9,Rue Fabert,
-1.53867757195316,47.2317990126951,-171284.803804856,5979991.98647511,1,PA,6,Rue Morand,
-1.56315800362994,47.2224369059071,-174009.952993515,5978457.31670552,1,PA,13,Rue des Hauts Pavés,
-1.5448005561672,47.2312612818584,-171966.411289699,5979903.8323902,1,PA,6,Avenue de l’Aumônerie,
-1.56452270157663,47.2210304487369,-174161.870474027,5978226.78867137,1,PA,1,Rue Bergère,
-1.56607728590193,47.217673154444,-174334.926009515,5977676.52969384,1,IM,18,Rue Harouys,
-1.54057603929551,47.2204120449627,-171496.140222694,5978125.42996165,1,PA,19,Avenue Guillon,
-1.55893960062518,47.2296864871515,-173540.362519064,5979645.67010882,1,PA,29,Rue Cochard Polenne,
-1.57280808717932,47.2155498089521,-175084.195380344,5977328.53233812,1,PA,11,Avenue Emile Boissier,
-1.5497471633078,47.211268784444,-172517.065077745,5976626.95303528,16,IM,16,Rue des Olivettes,
-1.54826069707943,47.2226488650258,-172351.59241412,5978492.05879779,1,PA,42,Rue Préfet Bonnefoy,
-1.55344979988965,47.2307411387795,-172929.240696628,5979818.562444,8,IM,1,Rue Toulmouche,
-1.57290535524392,47.2139903920232,-175095.023211766,5977072.96671038,0,PA,25,Rue de Gigant,
-1.57313210395166,47.2312460078403,-175120.26476245,5979901.32842359,1,PA,8,Avenue Eugène Harel,
-1.57293630849137,47.2142326505434,-175098.468911511,5977112.66884567,0,PA,25,Rue de Gigant,
-1.57334556593099,47.2142255002247,-175144.027241293,5977111.49702496,0,PA,25,Rue de Gigant,
-1.57277762713757,47.2140495447007,-175080.804584007,5977082.66083196,0,PA,25,Rue de Gigant,
-1.56822011059905,47.2280356966401,-174573.464163657,5979375.05777138,1,PA,1,Rue des Rosiers,
-1.56537555404557,47.2135075667438,-174256.809576592,5976993.84023217,2,PA,4,Rue Kléber,
-1.56994577580125,47.2306639089754,-174765.564335247,5979805.90180427,1,PA,41,Boulevard Lelasseur,
-1.56347055143336,47.2270912601962,-174044.74565584,5979220.24109713,1,PA,22,Rue Villebois Mareuil,
-1.57303614561046,47.2288014727141,-175109.58272877,5979500.58958285,1,PA,63,Rue de la Mélinière,
-1.55945289022606,47.2243909273844,-173597.501656064,5978777.60445863,1,PA,3,Rue Russeil,
-1.57142505957022,47.2288290189726,-174930.237451146,5979505.10520787,1,PA,126,Rue des Hauts Pavés,
-1.57101096203151,47.2206842795899,-174884.140323999,5978170.05009758,1,PA,1,Rue Germain Boffrand,
-1.54787413691456,47.2306175880585,-172308.560733406,5979798.30821053,1,PA,9,Avenue Alphonse Allais,
-1.56712662405411,47.2322540424649,-174451.737798285,5980066.58347777,1,PA,17,Boulevard Lelasseur,
-1.55368134506107,47.2195862054763,-172955.016187207,5977990.07360033,2,IM,2,Rue des Pénitentes,
-1.54722885922665,47.2275589091013,-172236.728749768,5979296.90006455,3,IM,33,Rue Desaix,
-1.56623246436889,47.2132979207645,-174352.200397439,5976959.48320818,15,IM,4,Rue Urvoy de Saint Bedan,
-1.56339816386133,47.2325904060446,-174036.687508182,5980121.72690765,1,PA,28,Rue de la Ville aux Roses,
-1.55515668166337,47.2307596736806,-173119.249906524,5979821.60095899,1,PA,2,Rue Colombel,
-1.56647979268555,47.2284650537846,-174379.732859709,5979445.44102165,1,PA,8,Rue Jules Simon,
-1.5483664652792,47.2217384375618,-172363.366476262,5978342.83216017,7,IM,10,Rue Geoffroy Drouet,
-1.56551305389609,47.2244542133023,-174272.115989936,5978787.97798336,1,PA,12,Cour des Francs Tireurs,
-1.56708681232882,47.2300823403366,-174447.305977299,5979710.56315443,1,PA,29,Rue Casimir Perier,
-1.55701372028393,47.2297487694322,-173325.974500148,5979655.88014203,1,PA,24,Passage Robin,
-1.54792246202922,47.2129050565699,-172313.940260563,5976895.10053829,1,PA,18,rue émile péhant,
-1.57391382872387,47.2259126766336,-175207.285966033,5979027.04574276,1,PA,46,Rue Camille Flammarion,
-1.56502559021663,47.2159606757948,-174217.851781357,5977395.86865555,40,IM,14,Boulevard Gabriel Guist’Hau,
-1.57112738992536,47.2229476561177,-174897.101017856,5978541.03370273,23,IM,57,Rue Charles Monselet,
-1.56191212826517,47.232639940404,-173871.262782317,5980129.84759783,1,PA,12,Rue Vidie,
-1.56362324312276,47.2279148721159,-174061.743216953,5979355.2514663,1,PA,28,Rue Anatole le Braz,
-1.54732739286828,47.2104079969789,-172247.69746458,5976485.89301724,6,IM,11,Rue Columelle,
-1.56701291629779,47.2216401360398,-174439.079908753,5978326.71987597,1,PA,25,Rue de Miséricorde,
-1.56456106460076,47.227539740942,-174166.141026339,5979293.7579263,1,PA,23,Rue Villebois Mareuil,
-1.56189573225734,47.2239835912094,-173869.437587075,5978710.836159,1,PA,53,Rue d’Iéna,
-1.558719521753,47.2301595621298,-173515.863451078,5979723.22234198,1,PA,25,Rue François Bruneau,
-1.55221402576726,47.2168349053234,-172791.674950588,5977539.14648731,26,IM,17,Rue de Strasbourg,
-1.56390490210959,47.2190844272473,-174093.097351944,5977907.83240692,2,PA,15,Place Edouard Normand,
-1.5673161186331,47.2156493914877,-174472.832238327,5977344.85271459,40,IM,11,rue sévigné,
-1.55294884339391,47.2148266252451,-172873.474474614,5977210.01217083,19,IM,1,Place du Bouffay,
-1.56229788516373,47.2177094389385,-173914.205043835,5977682.47651941,4,IM,21,Rue Mercoeur,
-1.56516444638389,47.2122443856506,-174233.309179191,5976786.83071935,17,IM,14,Rue Voltaire,
-1.56715702807809,47.21491620995,-174455.122358753,5977224.6938218,2,PA,1,Rue Bertrand Geslin,
-1.56408101359649,47.2220443224743,-174112.701992989,5978392.96895694,20,IM,7,Avenue Charles Jegou,
-1.54739887412343,47.2178808268229,-172255.654721505,5977710.56608946,7,IM,13,Rue Malherbe,
-1.566908258226,47.2310723150777,-174427.429425494,5979872.85391866,1,PA,26,Rue de la Saulzinière,
-1.57265620315865,47.2212505551788,-175067.287728504,5978262.86523218,1,PA,8,Rue Alexandre Dumas,
-1.5718620912322,47.223410115642,-174978.887593219,5978616.83607592,1,PA,35,Rue Alexandre Dumas,
-1.54231189889298,47.2268501440879,-171689.375229174,5979180.71659893,1,PA,143,Rue de Coulmiers,
-1.55473821858396,47.2166589685827,-173072.666809608,5977510.31195372,11,IM,19,Rue du Moulin,
-1.56362277359658,47.2239155304144,-174061.690949537,5978699.68005882,2,PA,2,Rue d’Iéna,
-1.54188015573491,47.2121458446326,-171641.313800663,5976770.68207183,24,IM,12,Rue de Bitche,
-1.54620281299676,47.2123278441816,-172122.509805926,5976800.50771133,1,PA,6,Rue de Mayence,
-1.54688117892187,47.2120261612156,-172198.025155281,5976751.0687029,1,PA,32,Rue Fouré,
-1.56449224024442,47.2224248911022,-174158.479534037,5978455.3473702,1,IM,3,Avenue Charles Jegou,
-1.55298629970682,47.2163671769054,-172877.644092293,5977462.48999348,12,IM,1,Rue de Briord,
-1.56089334266333,47.2134948823065,-173757.852087892,5976991.76148816,18,IM,17,Rue Crébillon,
-1.5743872738052,47.2129218426109,-175259.989631405,5976897.8514286,10,IM,10,Rue la Motte-Picquet,
-1.56111008176684,47.2317111509035,-173781.97937453,5979977.58259834,24,IM,29,Rue du Ballet,
-1.54753258523804,47.2111664376866,-172270.539374697,5976610.18102215,12,IM,3,Rue Baron,
-1.54990893419183,47.2109422980055,-172535.07333018,5976573.45038015,1,PA,8,passage de la poule noire,
-1.57461875446283,47.2150048331523,-175285.757940341,5977239.21792069,1,PA,6,Rue Colonel Desgrées du Lou,
-1.5754533718427,47.209966941522,-175378.667122076,5976413.61672411,1,PA,6,Rue Rollin,
-1.56712980331764,47.2301257333456,-174452.091712282,5979717.67669118,1,PA,31,Rue Casimir Perier,
-1.5496192761275,47.2101781624617,-172502.828741954,5976448.22968091,1,PA,7,cour masse,
-1.5590873867862,47.2226378507937,-173556.813999255,5978490.25345818,5,IM,34,Rue de Bel Air,
-1.554209646439,47.2290069213489,-173013.826427583,5979534.26858701,7,IM,22,Rue de Barbin,
-1.57489617423341,47.2294674557993,-175316.640167937,5979609.76404662,1,PA,35,Avenue Bernard de Ventadour,
-1.55268653016341,47.2151525610578,-172844.273899365,5977263.42850472,6,IM,6,Rue des Echevins,
-1.55332515832114,47.215939035394,-172915.36566069,5977392.32203145,6,IM,9,Place du Pilori,
-1.57587010168179,47.2216330791144,-175425.057275561,5978325.56319931,12,IM,10,Rue des Folies Chaillou,
-1.55305950520371,47.2181002018729,-172885.793290931,5977746.52063529,9,IM,7,allée janaka ammal,
-1.57224438058375,47.221947663578,-175021.443849169,5978377.12581854,1,PA,16,Rue Alexandre Dumas,
-1.57540509375514,47.2098516177657,-175373.292829952,5976394.7185793,1,PA,4,Rue Rollin,
-1.5735394160288,47.2326141483631,-175165.606535471,5980125.61923548,1,PA,76,Rue de la Martinière,
-1.57099025495519,47.2163610630873,-174881.835222807,5977461.487998,1,PA,12,Avenue René Bazin,
-1.57278004101937,47.2318099949936,-175081.0732961,5979993.78689163,1,PA,24,Rue Albert Calmette,
-1.54017410635731,47.2272721479549,-171451.397252681,5979249.89289604,1,PA,1,Allée Victor Deshayes,
-1.55996731423198,47.2163899874017,-173654.767074454,5977466.22841362,5,IM,8,Rue de Budapest,
-1.54617267061978,47.2224783795318,-172119.154371869,5978464.1146116,4,IM,17,Rue Maréchal Joffre,
-1.56070198668858,47.2250225682245,-173736.550438224,5978881.14055667,1,PA,14,Rue Haute Roche,
-1.57208174919783,47.2128460990789,-175003.339806101,5976885.43861296,12,IM,3,Rue Alfred Riom,
-1.56571482067634,47.2261325742093,-174294.576565172,5979063.09138877,1,PA,31,Rue du Maine,
