X,Y,xcoord,ycoord,imb_nbr_logloc,imb_type,addr_numero,addr_nom_voie
-1.57174400251352,47.2228827292716,-174965.742017187,5978530.39150751,9,IM,11,Rue de Carcouet,
-1.57357113406068,47.2221928465996,-175169.137370629,5978417.31326257,1,PA,37,Rue Octave Feuillet,
-1.57525730192951,47.2309681750091,-175356.840719179,5979855.7816522,4,IM,6,Avenue Héloïse,
-1.56464042149279,47.231526952327,-174174.97499515,5979947.38554976,1,PA,193,Rue Paul Bellamy,
-1.56181199516831,47.2319089434843,-173860.116016963,5980010.00833042,1,PA,7,Place du Croisic,
-1.55050280443899,47.2325613159215,-172601.182663691,5980116.95786037,1,PA,3,Rue Thomas Maisonneuve,
-1.56899824119072,47.211349153576,-174660.085264892,5976640.12350101,12,IM,4,Rue Arsène Leloup,
-1.56739340958492,47.2157996443074,-174481.436227726,5977369.47739744,1,PA,15,rue sévigné,
-1.5721150885391,47.211857330193,-175007.051124595,5976723.40124314,31,IM,7,Rue Fabert,
-1.55463448250239,47.2189535438702,-173061.118961831,5977886.38081679,1,PA,8,Rue Garde Dieu,
-1.56463088659859,47.2294036566099,-174173.913575584,5979599.30539984,1,PA,11,Avenue des Mésanges,
-1.5713857179893,47.2259403771286,-174925.857966391,5979031.58640412,1,PA,26,Rue des 3 Ormeaux,
-1.56210341677721,47.2239303193617,-173892.556922072,5978702.10416943,1,PA,14,Rue de Friedland,
-1.55719155714037,47.2142087917479,-173345.771208451,5977108.75877853,2,PA,4,Rue du Couédic,
-1.57412795273138,47.2278204979053,-175231.122141515,5979339.78109202,17,IM,70,Boulevard Meusnier de Querlon,
-1.571240666692,47.2263068148745,-174909.710929837,5979091.65305285,4,IM,29,Rue des 3 Ormeaux,
-1.54159757346775,47.2279377294631,-171609.856886577,5979358.9983809,1,PA,85,Rue Général Buat,
-1.54068431576658,47.2144291283539,-171508.193504318,5977144.86841858,17,IM,41,Quai Malakoff,
-1.55475245405221,47.2290171326294,-173074.251494684,5979535.94251615,1,PA,23,Rue de l’Ouche de Versailles,
-1.56722188224577,47.2194315578027,-174462.341891674,5977964.72684328,1,PA,15,Rue Docteur Brindeau,
-1.54431892809238,47.2147869824629,-171912.796697658,5977203.51529411,2,PA,19,Quai Ferdinand Favre,
-1.54031426261061,47.2321226062005,-171466.99937543,5980045.0359177,10,IM,34,Rue Morand,
-1.56124069237735,47.2202580270142,-173796.518881185,5978100.1860232,16,IM,6,Place Montaigne,
-1.56987853156283,47.2217750481032,-174758.078740866,5978348.83288312,1,PA,12,Rue Gabriel Luneau,
-1.5708944512637,47.2208511999073,-174871.170404654,5978197.40899082,1,PA,4,Rue Germain Boffrand,
-1.55138668940523,47.2116371792917,-172699.576288053,5976687.32378669,1,PA,4,cours des arts,
-1.54703929659285,47.2165738657445,-172215.6267339,5977496.36435756,12,IM,2,Place de la Duchesse Anne,
-1.55591955391882,47.2187090985442,-173204.172457541,5977846.31673454,2,IM,3,Rue Siméon Foucault,
-1.55645559923752,47.228436118486,-173263.84474946,5979440.69772558,1,PA,10,Rue du Mont Goguet,
-1.56257595697507,47.215182527795,-173945.159856277,5977268.33965148,14,IM,25,Rue du Calvaire,
-1.55710386341728,47.222549113779,-173336.009187851,5978475.70861334,3,IM,25,Rue Paul Bellamy,
-1.54313811252988,47.2183727467911,-171781.34891052,5977791.18968132,13,IM,7,Rue Ecorchard,
-1.56212941555721,47.226828490345,-173895.451093023,5979177.16705922,1,PA,20,Rue Noire,
-1.54030694245897,47.2203504577824,-171466.184499876,5978115.33565537,1,PA,10,Avenue Guillon,
-1.55643263295878,47.2172235290471,-173261.288155006,5977602.83894533,1,IM,4,Place des Petits Murs,
-1.53835331307215,47.2302426697292,-171248.707471337,5979736.84642704,2,PA,11,Avenue de l’Eperonnière,
-1.55849970765631,47.2294558194778,-173491.393857766,5979607.85649517,1,PA,17,Rue Cochard Polenne,
-1.55740372071172,47.2272941398561,-173369.389149179,5979253.49789775,1,PA,7,Rue Saint Antoine,
-1.56970417083005,47.2151087660472,-174738.668992879,5977256.2510942,1,PA,13,rue colbert,
-1.56310016258367,47.2136649174573,-174003.514157698,5977019.62713714,4,IM,1,Rue Franklin,
-1.57290941415848,47.2247169138644,-175095.475048069,5978831.03873442,11,IM,18,Rue Camille Flammarion,
-1.57597765773469,47.2272920126881,-175437.030360602,5979253.14920367,1,PA,51,Boulevard Gaston Serpette,
-1.55145085386687,47.2110665416339,-172706.719043249,5976593.81064797,1,PA,15,Chaussée de la Madeleine,
-1.54133685689656,47.228538605893,-171580.83405063,5979457.49825904,15,IM,118,Rue Général Buat,
-1.54369704646326,47.2304524263518,-171843.569151371,5979771.23257205,2,PA,61,Rue du Coudray,
-1.55978665267276,47.2144898527209,-173634.655921676,5977154.82019593,12,IM,6,Rue Rubens,
-1.56815121451115,47.2321640300422,-174565.794686235,5980051.82690468,1,PA,26,Boulevard Lelasseur,
-1.54023928449845,47.229262473159,-171458.652850164,5979576.16114039,1,PA,67,Rue Général Buat,
-1.57401745517213,47.2105737819492,-175218.821609486,5976513.06055698,1,PA,19,Boulevard de Launay,
-1.54614950548521,47.2281694010354,-172116.575640885,5979396.9754774,1,PA,18,Rue Général de Sonis,
-1.55569189501338,47.2284796949553,-173178.829584113,5979447.84111563,1,PA,13,Rue de l’Ouche de Versailles,
-1.56962031598313,47.2321782073953,-174729.334314019,5980054.15112828,1,PA,8,Rue du Grand Clos,
-1.54580789651149,47.2134480158406,-172078.547903881,5976984.08094792,6,IM,3,Rue Emile Péhant,
-1.55919824331356,47.2250998266809,-173569.154491432,5978893.80454559,14,IM,73,Rue de Bel Air,
-1.5698273365603,47.2245680698669,-174752.379739254,5978806.64083761,42,IM,6,Rue de la Pelleterie,
-1.5675828144831,47.22908435167,-174502.520684545,5979546.9617016,2,PA,18,Rue Léon Say,
-1.55208933957788,47.2188687852403,-172777.794947477,5977872.48903211,8,IM,2,Rue du Refuge,
-1.56557047966755,47.2326761155476,-174278.508597573,5980135.77817559,7,IM,217,Rue Paul Bellamy,
-1.57195346920871,47.2119944723691,-174989.059743033,5976745.87563468,12,IM,11,Rue Chevert,
-1.55725316212808,47.2290404766589,-173352.629044313,5979539.76929024,1,PA,8,Rue Cochard Polenne,
-1.57369453965301,47.2106767203828,-175182.874818328,5976529.9293423,7,IM,22,Boulevard de Launay,
-1.56047288325594,47.2235075997731,-173711.046760763,5978632.81491757,1,PA,8,Rue Jules Polo,
-1.56902064593635,47.2154558783618,-174662.579349768,5977313.13827544,5,IM,16,Rue Colbert,
-1.54507986631635,47.231286389484,-171997.503953275,5979907.948444,1,PA,12,Avenue de l’Aumônerie,
-1.55914484247112,47.2152951658261,-173563.209936844,5977286.79954059,14,IM,13,Rue Contrescarpe,
-1.55755491716098,47.2239606632307,-173386.22026092,5978707.07794642,2,IM,52,rue paul bellamy,
-1.56273214121142,47.2258443538651,-173962.546205937,5979015.846294,2,PA,31,Rue Noire,
-1.57062742464639,47.2264166931685,-174841.445137587,5979109.66443572,1,PA,33,Rue Paul Painlevé,
-1.55842299870748,47.2267670615365,-173482.854656643,5979167.09749178,1,PA,22,Rue Eugène Tessier,
-1.56860911227276,47.225959792257,-174616.767631892,5979034.76893075,1,PA,33,Rue de la Pelleterie,
-1.55185429256451,47.2187112002211,-172751.629633637,5977846.66119424,8,IM,8,Rue Ogée,
-1.57333766255809,47.2124898799084,-175143.147441846,5976827.06181478,1,PA,3,Rue la Motte-Picquet,
-1.54912333926509,47.2135973185061,-172447.621302966,5977008.54889564,22,IM,24,Rue Crucy,
-1.56485949357782,47.2109668693671,-174199.361988103,5976577.47697724,5,IM,4,Rue Maurice Sibille,
-1.57205152016559,47.2104440416439,-174999.974725625,5976491.7997268,10,IM,6,Rue de Brosses,
-1.54697761903336,47.2282856751708,-172208.760819384,5979416.03594525,1,PA,32,Rue Général de Sonis,
-1.55116181688792,47.2160827211259,-172674.543593933,5977415.87057247,2,PA,14,Rue de Strasbourg,
-1.57411270264589,47.2118776054643,-175229.424509764,5976726.72388171,2,PA,13,Rue de Belleville,
-1.56897525100632,47.2287769191328,-174657.526009273,5979496.56454577,1,PA,26,Rue Bonaparte,
-1.57549857000597,47.2129365372471,-175383.698558595,5976900.25958096,6,IM,28,Boulevard Paul Langevin,
-1.57602505499885,47.2289899942972,-175442.306599913,5979531.49374617,15,IM,22,Boulevard des Anglais,
-1.53813429603299,47.2241869506838,-171224.326606063,5978744.16965853,1,PA,25,Rue du Pipay,
-1.56253722796619,47.222628199128,-173940.848562729,5978488.67145675,1,IM,40,Rue de Savenay,
-1.57560958584574,47.2182481649504,-175396.056785348,5977770.77117644,5,IM,27,Rue de la Chézine,
-1.5416887249881,47.2122345142728,-171620.003827407,5976785.2130221,18,IM,14,Rue de Bitche,
-1.55160326018541,47.2122508844104,-172723.684837024,5976787.89572037,8,IM,11,Rue Pélisson,
-1.53902989451642,47.2199271099568,-171324.024173193,5978045.94811321,2,PA,22,Rue François Evellin,
-1.57137204187982,47.2317213038594,-174924.335548848,5979979.24705128,1,PA,21,Rue de la Gourmette,
-1.56364127752144,47.2125659623791,-174063.750797031,5976839.53009183,6,IM,1,Rue Voltaire,
-1.57296440210117,47.2263740147031,-175101.596277848,5979102.66852562,1,PA,50,Boulevard Meusnier de Querlon,
-1.56603970281272,47.2258762837752,-174330.742279162,5979021.08023397,1,PA,39,Rue du Maine,
-1.55698529671631,47.2307598663973,-173322.810403074,5979821.63255196,11,IM,2,rue francois bruneau,
-1.57293945261798,47.2316413800035,-175098.818914084,5979966.14452117,1,PA,35,Rue Albert Calmette,
-1.54337466515061,47.2263710941564,-171807.681827805,5979102.18978596,96,IM,158,Rue Général Buat,
-1.56822602974129,47.2253075934668,-174574.123079557,5978927.86118445,1,PA,7,rue jean viel,
-1.5690634910585,47.2176770730015,-174667.348846949,5977677.17192328,22,IM,37,Boulevard Gabriel Guist’Hau,
-1.5754469086139,47.2234398406015,-175377.947638736,5978621.7083573,1,PA,41,Rue des Folies Chaillou,
-1.57274371019645,47.2273341066146,-175077.028967393,5979260.04941486,1,PA,44,Rue de la Mélinière,
-1.56291763939021,47.2285694110619,-173983.195768743,5979462.54808843,1,PA,7,Rue Anatole le Braz,
-1.57122307229858,47.2181013238308,-174907.752330921,5977746.70451933,1,PA,6,Avenue des Acacias,
-1.56820633732927,47.2129945956404,-174571.930930279,5976909.77417872,1,PA,19,Rue de la Rosière d’Artois,
-1.54624297325201,47.2281837664695,-172126.980425092,5979399.33035736,1,PA,20,Rue Général de Sonis,
-1.54890502812365,47.2136419682941,-172423.319017866,5977015.86618412,21,IM,9,Rue Crucy,
-1.55731795728333,47.2210302225456,-173359.842008001,5978226.75159754,1,PA,62,marché de talensac,
-1.5596432188763,47.224825299467,-173618.688944492,5978848.80490039,3,IM,2,Rue Haute Roche,
-1.57624629210867,47.2289451796215,-175466.934602322,5979524.14730917,14,IM,24,Boulevard des Anglais,
-1.54705713241312,47.2282915703335,-172217.61220833,5979417.00232258,1,PA,34,Rue Général de Sonis,
-1.57165542118519,47.2142471726762,-174955.881188823,5977115.04878705,25,IM,23,Rue de Gigant,
-1.55843152047307,47.2290617260553,-173483.803295249,5979543.25269375,2,PA,4,Rue Leglas-Maurice,
-1.54221144231462,47.2318813800827,-171678.192454023,5980005.48963256,2,PA,39,Rue du Coudray,
-1.56294491861607,47.2146179017982,-173986.232478275,5977175.80548138,10,IM,7,Rue Lekain,
-1.54855079330986,47.2275565837179,-172383.885778774,5979296.51887628,1,PA,42,Rue des Ecachoirs,
-1.57201354091239,47.2231336014438,-174995.746894498,5978571.51217598,1,PA,33,Rue Alexandre Dumas,
-1.56062185690467,47.2192047884067,-173727.630431481,5977927.55946803,11,IM,14,Rue Jean Jaurès,
-1.55679133153946,47.217975915535,-173301.218298355,5977726.15066688,30,IM,8,Allée Duquesne,
-1.56328284181949,47.2103707391361,-174023.849917207,5976479.78750606,6,IM,47,Quai de la Fosse,
-1.54451877761315,47.2323319059769,-171935.043844545,5980079.34838724,1,PA,28,Rue du Port Guichard,
-1.5628657477043,47.2129888078097,-173977.419212691,5976908.82566973,10,IM,2,Rue Voltaire,
-1.56453192406899,47.2212510199033,-174162.897117181,5978262.94140304,18,IM,5,Rue Bergère,
-1.55650457503553,47.2140329361506,-173269.296710356,5977079.93897092,1,PA,9,Rue Sainte Catherine,
-1.56928706866593,47.2267130756028,-174692.237392361,5979158.24798906,3,IM,117,Rue des Hauts Pavés,
-1.57132592135047,47.2222229035389,-174919.201435006,5978422.23984637,1,PA,7,Rue George Sand,
-1.56365559429781,47.2127637888756,-174065.344533286,5976871.94967432,16,IM,6,Rue Voltaire,
-1.5439130316782,47.231607218284,-171867.612515516,5979960.54413476,1,PA,9,Rue du Port Guichard,
-1.53935676089103,47.2258433490598,-171360.410771573,5979015.6815867,2,PA,29,Rue d’Aurelle de Paladines,
-1.54624787374932,47.2307986768744,-172127.525945956,5979827.99494257,1,PA,18,Rue Coquebert de Neuville,
-1.56815688958422,47.2188355649387,-174566.426432479,5977867.0442914,2,PA,44,Rue de la Bastille,
-1.5537134789161,47.2181691653813,-172958.593311586,5977757.82346286,12,IM,3,Rue de la Commune,
-1.55929277023308,47.2234593918299,-173579.67717998,5978624.91304225,7,IM,49,Rue de Bel Air,
-1.56084107372528,47.215232857696,-173752.033536324,5977276.58805424,16,IM,11,Rue Boileau,
-1.55142260628085,47.2166811611988,-172703.574536358,5977513.94912924,5,IM,10,Rue des Carmélites,
-1.56581355143112,47.2314761932836,-174305.56722252,5979939.06425907,1,PA,12,Rue de la Saulzinière,
-1.57590307786112,47.2296756580815,-175428.728167052,5979643.8948834,15,IM,7,Boulevard Boulay Paty,
-1.55183924244899,47.2192122726427,-172749.954262441,5977928.78612753,12,IM,9,Rue du Roi Albert,
-1.53873386240944,47.2254574690744,-171291.070029786,5978952.42852152,2,PA,13,Rue d’Aurelle de Paladines,
-1.54709033089466,47.226924099004,-172221.30784639,5979192.83949838,7,IM,8,Rue de la Béraudière,
-1.56398902180509,47.2312956237186,-174102.461513612,5979909.46227169,10,IM,190,Rue Paul Bellamy,
-1.56677603591136,47.2281783293126,-174412.710504756,5979398.43906144,3,IM,5,Rue Jules Simon,
-1.54792079018209,47.2267066218671,-172313.754151392,5979157.19007796,2,IM,23,Rue de la Béraudière,
-1.57404372350502,47.2264666482476,-175221.745786927,5979117.85314507,1,PA,5,Rue Alphonse Karr,
-1.56369007446224,47.2315508840649,-174069.182847632,5979951.30885238,0,IM,190,Rue Paul Bellamy,
-1.54925134085501,47.2109906885888,-172461.870374776,5976581.38032025,11,IM,22,Rue Baron,
-1.54843181467851,47.2270111828168,-172370.641138117,5979207.11454549,1,PA,11,Rue Général Margueritte,
-1.57217651310929,47.2298859899378,-175013.888876471,5979678.3749598,8,IM,76,Boulevard Lelasseur,
-1.53896508018932,47.2136849681616,-171316.809075304,5977022.91308647,1,PA,57,Rue de l’Indre,
-1.56262023381012,47.2295685692187,-173950.088731008,5979626.33966765,1,PA,154,Rue Paul Bellamy,
-1.56992143051672,47.2109565056722,-174762.854230569,5976575.77864118,1,PA,1,Rue Bayard,
-1.57000919955905,47.2107095593684,-174772.624635669,5976535.31075804,10,IM,1,Rue Bayard,
-1.55519854617887,47.2158878780447,-173123.910243071,5977383.93790932,16,IM,5,Rue des Carmes,
-1.54544307108114,47.230645410795,-172037.935722745,5979802.86931457,2,PA,7,Avenue du Chalet,
-1.53868275691591,47.2138042490894,-171285.380992269,5977042.461108,1,PA,49,Rue de l’Indre,
-1.54873082038787,47.2205698648099,-172403.926301426,5978151.29711716,8,IM,72,Rue Maréchal Joffre,
-1.54164684108097,47.2282514120115,-171615.341332193,5979410.41928468,3,IM,122,Rue Général Buat,
-1.56999636194728,47.2107190840354,-174771.195559263,5976536.87159228,10,IM,1,Rue Bayard,
-1.54693438541963,47.2144002240283,-172203.948075519,5977140.1314541,21,IM,5,Rue Crucy,
-1.56757651230624,47.2190343114334,-174501.819129426,5977899.61849358,1,PA,4,Passage Leroy,
-1.56462409775312,47.2129916259086,-174173.157844762,5976909.28749942,18,IM,1,Place de la Monnaie,
-1.56857536020559,47.2325395683505,-174613.010368961,5980113.39255595,1,PA,6,Rue Emile Loubet,
-1.56534918804311,47.2202178247739,-174253.874526623,5978093.59678452,10,IM,10,Passage Louis Lévesque,
-1.56832877386031,47.2320578302363,-174585.560502569,5980034.41661562,1,PA,30,Boulevard Lelasseur,
-1.57356916003498,47.221805159064,-175168.917623093,5978353.76828259,7,IM,29,Rue Octave Feuillet,
-1.56306733874155,47.2320759074548,-173999.860224307,5980037.38017413,1,PA,16,Rue de la Ville aux Roses,
-1.54846056568817,47.220670659213,-172373.841685871,5978167.8176683,5,IM,71,Rue Maréchal Joffre,
-1.55110711014877,47.2318026314094,-172668.453667588,5979992.57972001,1,PA,69,Rue Fontaine de Barbin,
-1.55735889191276,47.2137873887072,-173364.398830105,5977039.69798871,1,PA,7,Rue la Pérouse,
-1.56921933647709,47.2161874952232,-174684.697479589,5977433.04195667,23,IM,10,Rue Marie Anne du Boccage,
-1.57188938029686,47.2263172725833,-174981.925398001,5979093.36729151,10,IM,10,Rue de la Mélinière,
-1.54590106768973,47.2207396255317,-172088.919671999,5978179.12150449,13,IM,2,Rue Lorette de la Refoulais,
-1.57274799907406,47.2261255546328,-175077.506403064,5979061.94073636,1,PA,42,Boulevard Meusnier de Querlon,
-1.56413910351284,47.2233856753884,-174119.168532896,5978612.83002397,1,PA,5,Cour des Songes,
-1.54446137477296,47.2240379770678,-171928.653789606,5978719.75075934,1,PA,7,Rue de Courson,
-1.53815745119856,47.2317833273081,-171226.904227303,5979989.4150441,7,IM,50,Rue Général Buat,
-1.56150647828099,47.2141064742833,-173826.106032638,5977091.99063619,5,IM,10,Rue Scribe,
-1.56404548382535,47.2291697274466,-174108.746836957,5979560.95733231,1,PA,2,Avenue des Mésanges,
-1.57228909251618,47.2209223779106,-175026.421158719,5978209.07537029,1,PA,18,Rue Germain Boffrand,
-1.55254843785051,47.2159831102123,-172828.901533411,5977399.5454118,8,IM,6,Rue des Chapeliers,
-1.55738397315594,47.2157657910373,-173367.190861324,5977363.92923564,11,IM,1,Rue Affre,
-1.5399720838982,47.2199217277272,-171428.908215404,5978045.06595875,1,PA,2,avenue guillon,
-1.54369869148909,47.2211822771217,-171843.752274808,5978251.67409672,2,IM,15,Rue Gambetta,
-1.57135702474926,47.2298867831513,-174922.663849522,5979678.50499296,2,PA,57,Boulevard Lelasseur,
-1.54589567917455,47.2274038529125,-172088.319825232,5979271.48252964,8,IM,21,Rue Desaix,
-1.57055791522062,47.2303556893944,-174833.707383705,5979755.37412357,1,PA,49,Boulevard Lelasseur,
-1.55200130080471,47.2163157358577,-172767.994516078,5977454.0593083,6,IM,10,Rue du Château,
-1.56574676045699,47.2140700639081,-174298.13208529,5977086.02358492,15,IM,10,Rue Kléber,
-1.53986773925359,47.2270587214308,-171417.292622699,5979214.90723157,1,PA,21,Rue de la Laïcité,
-1.5447474741229,47.221605519012,-171960.502223556,5978321.04591813,2,PA,102,Rue Gaston Turpin,
-1.57280199670694,47.2134804589553,-175083.51739206,5976989.39776901,1,PA,20,Rue Alfred Riom,
-1.56503249830911,47.2320074703307,-174218.620786695,5980026.1606757,1,PA,205,Rue Paul Bellamy,
-1.55531302934373,47.2167310371285,-173136.654450688,5977522.1233631,4,IM,2,Rue Saint Léonard,
-1.57529236798684,47.2140899538714,-175360.744254826,5977089.28321659,1,PA,7,Rue de la Ville En Bois,
-1.54101889788504,47.2126620772941,-171545.439015375,5976855.28128028,1,PA,4,quai ferdinand favre,
-1.5532069410329,47.2152222699432,-172902.20577236,5977274.85286143,8,IM,8,Rue de la Baclerie,
-1.54780797749742,47.2298897605745,-172301.19590078,5979678.99308825,1,PA,19,rue louis primault,
-1.54017295480886,47.2208697148017,-171451.269062894,5978200.44365977,2,PA,14,Avenue des 3 Frères,
-1.56724660581054,47.2293681455986,-174465.094106315,5979593.48405977,1,PA,9,Rue des Prés,
-1.57417850045116,47.2262178434774,-175236.749087942,5979077.06878116,1,PA,56,Rue Camille Flammarion,
-1.56736676476552,47.2134470530288,-174478.470139998,5976983.92316108,10,IM,25,Rue de la Rosière d’Artois,
-1.57519475671647,47.2156493890346,-175349.878217912,5977344.85231255,1,PA,4,Rue Lamartine,
-1.57166700497629,47.2309431496765,-174957.17069055,5979851.67911386,1,PA,12,Rue Albert Calmette,
-1.56172160817507,47.2181514731705,-173850.054182901,5977754.92378289,22,IM,29,Rue Jean Jaurès,
-1.54891868185014,47.226067749927,-172424.838943746,5979052.46536644,1,PA,42,Avenue Chanzy,
-1.54342756633045,47.2270994428936,-171813.570760207,5979221.58243335,15,IM,1,Rue Dufour,
-1.55310530097027,47.2169125753954,-172890.891252345,5977551.87598114,9,IM,14,Rue de Briord,
-1.57628196386047,47.2312387978983,-175470.905563569,5979900.14645234,1,PA,36,Boulevard Boulay Paty,
-1.54508704285952,47.2312049495631,-171998.302842407,5979894.5974835,2,PA,11,Avenue de l’Aumônerie,
-1.56288332555674,47.2300992644496,-173979.375970275,5979713.33757069,1,PA,2,Rue Villa Maria,
-1.5534955165628,47.2230067036823,-172934.329853405,5978550.71223298,3,IM,16,Quai de Versailles,
-1.56043939198728,47.2219578722801,-173707.31852979,5978378.79910216,4,IM,10,Rue Yves Bodiguel,
-1.56265562344405,47.2271549378215,-173954.028287037,5979230.67936043,1,PA,8,Impasse Guillemet,
-1.54504819235749,47.2217425046637,-171993.978024304,5978343.49878632,0,PA,102,Rue Gaston Turpin,
-1.57016703805287,47.2298751409461,-174790.195136428,5979676.5964619,1,PA,10,Avenue Similien,
-1.56342641922941,47.2255780225387,-174039.832881369,5978972.18947659,2,PA,32,Rue Noire,
-1.56280907017742,47.2298046062716,-173971.10989926,5979665.03357399,2,PA,160,Rue Paul Bellamy,
-1.55955099436311,47.2299149091233,-173608.422558645,5979683.11574417,1,PA,35,Rue François Bruneau,
-1.56090749336003,47.2222144730935,-173759.427336244,5978420.85802555,5,IM,19,Rue de Savenay,
-1.56637586169436,47.2250469208355,-174368.163314692,5978885.1323662,19,IM,79,Rue des Hauts Pavés,
-1.56547629585426,47.2100001840033,-174268.024103436,5976419.06418892,9,IM,5,Rue Flandres Dunkerque 40,
-1.56523436401919,47.2287937133672,-174241.09237475,5979499.31760287,1,PA,39,Rue Emile Souvestre,
-1.56314156353095,47.2113321926614,-174008.122890067,5976637.3440349,4,IM,18,Rue de l’Héronnière,
-1.55314779276031,47.2220419621775,-172895.621416775,5978392.58208575,12,PA,13,Quai de Versailles,
-1.56898283396115,47.2292455427928,-174658.370139943,5979573.38574286,1,PA,28,Rue Léon Say,
-1.53885851955466,47.2134907591443,-171304.946799716,5976991.08577845,1,PA,30,Quai Malakoff,
-1.55711539781232,47.2309621525893,-173337.293190834,5979854.79436412,1,PA,1,Rue du Ballet,
-1.56479369147092,47.2209386045422,-174192.036931069,5978211.73498687,1,PA,4,Rue de Miséricorde,
-1.56855892373675,47.2144956706942,-174611.180669621,5977155.77367168,11,IM,6,Rue de Gigant,
-1.55897503267521,47.2100219673437,-173544.306796832,5976422.63383948,28,IM,6,Rue Deurbroucq,
-1.55604405406138,47.2138256194516,-173218.031750014,5977045.96333473,16,IM,4,Allée Brancas,
-1.5652256157969,47.2210613486322,-174240.118527099,5978231.8533117,24,IM,1,Rue de Miséricorde,
-1.55511117072701,47.2212297903361,-173114.183652263,5978259.46176288,2,IM,2,Rue Chateaubriand,
-1.54281926361685,47.2270286259962,-171745.854811881,5979209.97388806,4,IM,146,Rue Général Buat,
-1.5607845147984,47.2268769644675,-173745.737425384,5979185.11306961,8,IM,107,Rue Paul Bellamy,
-1.5650594558217,47.2220463262559,-174221.621683269,5978393.2973925,1,PA,19,Rue d’Auvours,
-1.54854520385094,47.2101527417263,-172383.263563053,5976444.06395587,1,PA,18,rue perelle,
-1.56424763615467,47.2272590204665,-174131.25033132,5979247.74098557,1,PA,2,rue du maine,
-1.55660875373693,47.2152958245522,-173280.893830347,5977286.90749723,8,IM,3,Allée d’Orléans,
-1.5706212884167,47.216380140349,-174840.762055622,5977464.61457655,3,IM,6,Avenue René Bazin,
-1.56256425664201,47.2106650903159,-173943.857381159,5976528.02349175,17,IM,39,Quai de la Fosse,
-1.55353901054448,47.2221483145891,-172939.171581297,5978410.01409865,0,IM,13,Quai de Versailles,
-1.56976146629533,47.2228888553516,-174745.047094899,5978531.39563611,1,PA,19,Rue Gabriel Luneau,
-1.5475140478994,47.2282059944099,-172268.475807599,5979402.97411425,1,PA,33,Rue Général de Sonis,
-1.55551021069543,47.2158124898546,-173158.604578353,5977371.58263588,6,IM,14,Rue des Halles,
-1.5716357810599,47.2161507070329,-174953.694860076,5977427.01275125,1,PA,11,Avenue René Bazin,
-1.54978869060395,47.2291266118724,-172521.687875205,5979553.88940368,19,IM,7,Rue du Port Garnier,
-1.5670554211323,47.2164216793519,-174443.811525287,5977471.42242098,24,IM,21,Boulevard Gabriel Guist’Hau,
-1.54337364137377,47.2254783929588,-171807.567861488,5978955.85833213,1,PA,3,Avenue Chantepie,
-1.57487060677398,47.2139307752526,-175313.794011373,5977063.19654274,1,PA,4,Boulevard Paul Langevin,
-1.55971036610664,47.2233888402208,-173626.163739981,5978613.34877801,11,IM,2,Rue Jules Polo,
-1.56066185374597,47.2175755124924,-173732.082859488,5977660.52674464,12,IM,14,Rue Mercoeur,
-1.54010492390625,47.2232124451312,-171443.695897457,5978584.43555119,1,PA,32,avenue thebaud,
-1.54699241491454,47.2319507479748,-172210.407889343,5980016.86169301,2,PA,55,Chemin Tournerond,
-1.56597335037038,47.2151793310062,-174323.355959067,5977267.8157405,1,PA,3,Impasse Copernic,
-1.54808816118103,47.2222769022815,-172332.385805768,5978431.09069903,57,IM,45,Rue Préfet Bonnefoy,
-1.57482390638902,47.2140137814534,-175308.5953483,5977076.7998404,2,PA,2,Boulevard Paul Langevin,
-1.56725663291825,47.2280601781889,-174466.21031884,5979379.07094414,1,PA,11,Rue Jules Simon,
-1.55757268595493,47.2305248337208,-173388.198274014,5979783.10259974,1,PA,11,Rue François Bruneau,
-1.55613427849682,47.2127579776068,-173228.075488224,5976870.99732843,1,PA,4,Rue du Guesclin,
-1.56480616594426,47.2262225078473,-174193.425583089,5979077.83336827,1,PA,6,Avenue Jules Bécigneul,
-1.54633391570605,47.2226974884233,-172137.104092766,5978500.02864936,2,PA,10,Rue Maréchal Joffre,
-1.5444498538932,47.2280738035706,-171927.371291137,5979381.30450504,1,PA,18,Rue Saint Rogatien,
-1.55887383852012,47.2300182215299,-173533.041915016,5979700.05199063,1,PA,29,Rue François Bruneau,
-1.56308563208685,47.2129530868981,-174001.896630191,5976902.97173336,11,IM,2,Rue Voltaire,
-1.55870613685086,47.213770411071,-173514.373450588,5977036.91565444,1,PA,7,Rue de la Fosse,
-1.56329988507265,47.2135037423218,-174025.74716347,5976993.21348029,12,IM,5,Rue Racine,
-1.56729497056717,47.2111909280865,-174470.478046396,5976614.19436871,8,IM,19,Rue de la Verrerie,
-1.56758162181381,47.2285252988934,-174502.387917207,5979455.31687025,1,PA,14,Rue des Rosiers,
-1.55712507565275,47.2158391071579,-173338.370523102,5977375.94490946,5,IM,13,Rue de la Clavurerie,
-1.55852500257191,47.2287153740494,-173494.20967489,5979486.47554741,1,PA,3,Rue Leglas-Maurice,
-1.55164663868075,47.2255818019047,-172728.513709035,5978972.80898569,1,PA,30,Rue Jean Emile Laboureur,
-1.55526899413986,47.2161285839091,-173131.752474216,5977423.38700118,9,IM,15,Rue des Carmes,
-1.57562412316248,47.2311024740933,-175397.675072045,5979877.79806178,1,PA,40,Rue de l’Allouée,
